timestamp,price
2025-12-20 00:00:00,88091.69571
2025-12-21 00:00:00,88348.27802
2025-12-22 00:00:00,88672.32968
2025-12-23 00:00:00,88489.72404
2025-12-24 00:00:00,87496.14669
2025-12-25 00:00:00,87589.01665
2025-12-26 00:00:00,87192.23474
2025-12-27 00:00:00,87303.04428
2025-12-28 00:00:00,87852.98655
2025-12-29 00:00:00,87867.03943
2025-12-30 00:00:00,87154.68241
2025-12-31 00:00:00,88363.72224
2026-01-01 00:00:00,87575.04616
2026-01-02 00:00:00,88764.12624
2026-01-03 00:00:00,89978.9192
2026-01-04 00:00:00,90614.40684
2026-01-05 00:00:00,91879.57723
2026-01-06 00:00:00,93879.94797
2026-01-07 00:00:00,93649.63198
2026-01-08 00:00:00,91286.03314
2026-01-09 00:00:00,91027.66617
2026-01-10 00:00:00,90551.71363
2026-01-11 00:00:00,90420.29795
2026-01-12 00:00:00,90856.5591
2026-01-13 00:00:00,91200.62762
2026-01-14 00:00:00,95429.15732
2026-01-15 00:00:00,96898.76071
2026-01-16 00:00:00,95593.30784
2026-01-17 00:00:00,95523.1862
2026-01-18 00:00:00,94802.8817
2026-01-19 00:00:00,93344.21948
2026-01-20 00:00:00,92566.01278
2026-01-21 00:00:00,88416.88686
2026-01-22 00:00:00,89453.90474
2026-01-23 00:00:00,89483.65163
2026-01-24 00:00:00,89524.84864
2026-01-25 00:00:00,89149.95971
2026-01-26 00:00:00,86625.33128
2026-01-27 00:00:00,88249.90142
2026-01-28 00:00:00,89141.65036
2026-01-29 00:00:00,89212.20824
2026-01-30 00:00:00,84630.42067
2026-01-31 00:00:00,84091.63018
2026-02-01 00:00:00,78647.0274
2026-02-02 00:00:00,76895.58666
2026-02-03 00:00:00,78670.58923
2026-02-04 00:00:00,75628.04173
2026-02-05 00:00:00,73059.17987
2026-02-06 00:00:00,62778.21757
2026-02-07 00:00:00,70272.52223
2026-02-08 00:00:00,69245.78201
2026-02-09 00:00:00,70398.08503
2026-02-10 00:00:00,70175.14749
2026-02-11 00:00:00,68841.87238
2026-02-12 00:00:00,67090.57934
2026-02-13 00:00:00,66258.52955
2026-02-14 00:00:00,68837.58112
2026-02-15 00:00:00,69799.55096
2026-02-16 00:00:00,68778.84298
2026-02-17 00:00:00,68859.77619
2026-02-18 00:00:00,67559.29573
2026-02-19 00:00:00,66426.61953
2026-02-20 00:00:00,66976.02936
2026-02-21 00:00:00,68002.94011
2026-02-22 00:00:00,68026.03124
2026-02-23 00:00:00,65192.1887
2026-02-24 00:00:00,64737.90197
2026-02-25 00:00:00,64073.54895
2026-02-26 00:00:00,67850.10521
2026-02-27 00:00:00,67496.84164
2026-02-28 00:00:00,65891.22198
2026-03-01 00:00:00,67017.07605
2026-03-02 00:00:00,65824.42167
2026-03-03 00:00:00,68815.93634
2026-03-04 00:00:00,68287.46303
2026-03-05 00:00:00,72752.30157
2026-03-06 00:00:00,70868.2182
2026-03-07 00:00:00,68142.88312
2026-03-08 00:00:00,67339.6744
2026-03-09 00:00:00,66042.75108
2026-03-10 00:00:00,68430.60926
2026-03-11 00:00:00,69849.20353
2026-03-12 00:00:00,70028.95988
2026-03-13 00:00:00,70417.19389
2026-03-14 00:00:00,70838.9323
2026-03-15 00:00:00,71149.28239
2026-03-16 00:00:00,72934.29407
2026-03-17 00:00:00,74679.37091
2026-03-18 00:00:00,74004.69081
2026-03-19 00:00:00,71220.0473
2026-03-20 00:00:00,69936.19932
2026-03-21 00:00:00,70526.28916
2026-03-22 00:00:00,68424.07688
2026-03-23 00:00:00,67933.42948
2026-03-24 00:00:00,70987.25185
2026-03-25 00:00:00,70528.86346
2026-03-26 00:00:00,71303.58545
2026-03-27 00:00:00,68727.21229
2026-03-28 00:00:00,66329.88186
2026-03-29 00:00:00,66388.84446
2026-03-30 00:00:00,65947.03193
2026-03-31 00:00:00,66691.27148
2026-04-01 00:00:00,68107.47456
2026-04-02 00:00:00,67959.87525
2026-04-03 00:00:00,66887.51064
2026-04-04 00:00:00,66822.5523
2026-04-05 00:00:00,67077.15005
2026-04-06 00:00:00,69002.03848
2026-04-07 00:00:00,68672.24657
2026-04-08 00:00:00,71661.76372
2026-04-09 00:00:00,70644.79416
2026-04-10 00:00:00,71367.80292
2026-04-11 00:00:00,72920.25491
2026-04-12 00:00:00,73021.85968
2026-04-13 00:00:00,70660.63961
2026-04-14 00:00:00,74481.64143
2026-04-15 00:00:00,74297.34759
2026-04-16 00:00:00,74826.31309
2026-04-17 00:00:00,75111.95675
2026-04-18 00:00:00,77125.73357
2026-04-19 00:00:00,75716.15084
2026-04-20 00:00:00,73841.02174
2026-04-21 00:00:00,75858.03547
2026-04-22 00:00:00,76326.1917
2026-04-23 00:00:00,78238.81675
2026-04-24 00:00:00,78275.32583
2026-04-25 00:00:00,77447.61758
2026-04-26 00:00:00,77634.51592
2026-04-27 00:00:00,78637.74356
2026-04-28 00:00:00,77366.78442
2026-04-29 00:00:00,76331.86443
2026-04-30 00:00:00,75784.95744
2026-05-01 00:00:00,76296.79648
2026-05-02 00:00:00,78207.76425
2026-05-03 00:00:00,78677.42463
2026-05-04 00:00:00,78512.09246
2026-05-05 00:00:00,79825.87511
2026-05-06 00:00:00,80913.96137
2026-05-07 00:00:00,81436.85937
2026-05-08 00:00:00,80024.90767
2026-05-09 00:00:00,80197.267
2026-05-10 00:00:00,80677.64982
2026-05-11 00:00:00,82018.37112
2026-05-12 00:00:00,81627.56605
2026-05-13 00:00:00,80482.14378
2026-05-14 00:00:00,79288.84209
2026-05-15 00:00:00,81059.11595
2026-05-16 00:00:00,79068.6684
2026-05-17 00:00:00,78132.75351
2026-05-18 00:00:00,77428.51866
2026-05-19 00:00:00,76959.40572
2026-05-20 00:00:00,76758.73156
2026-05-21 00:00:00,77470.39615
2026-05-22 00:00:00,77550.38308
2026-05-23 00:00:00,75478.38286
2026-05-24 00:00:00,76684.37097
2026-05-25 00:00:00,77016.06582
2026-05-26 00:00:00,77258.39912
2026-05-27 00:00:00,75851.1041
2026-05-28 00:00:00,74339.61695
2026-05-29 00:00:00,73651.64255
2026-05-30 00:00:00,73500.91508
2026-05-31 00:00:00,73820.30385
2026-06-01 00:00:00,73598.66812
2026-06-02 00:00:00,71320.29306
2026-06-03 00:00:00,66727.26415
2026-06-04 00:00:00,64046.61065
2026-06-05 00:00:00,63810.65924
2026-06-06 00:00:00,60960.1014
2026-06-07 00:00:00,60855.25427
2026-06-08 00:00:00,63273.53743
2026-06-09 00:00:00,63069.14779
2026-06-10 00:00:00,61669.76384
2026-06-11 00:00:00,61480.14443
2026-06-12 00:00:00,63555.66181
2026-06-13 00:00:00,63532.27782
2026-06-14 00:00:00,64408.80975
2026-06-15 00:00:00,65709.31095
2026-06-16 00:00:00,66292.50118
2026-06-17 00:00:00,65619.2808
2026-06-18 00:00:00,64444.54533
2026-06-19 00:00:00,62897.23856
2026-06-20 00:00:00,63489.81095
2026-06-21 00:00:00,64253.3987
2026-06-22 00:00:00,63255.48525
2026-06-23 00:00:00,63937.28526
2026-06-24 00:00:00,62662.29202
2026-06-25 00:00:00,60989.57352
2026-06-26 00:00:00,59726.73653
2026-06-27 00:00:00,60022.32567
2026-06-28 00:00:00,59953.44334
2026-06-29 00:00:00,59494.60639
2026-06-30 00:00:00,60152.35872
2026-07-01 00:00:00,58566.09199
2026-07-02 00:00:00,59967.68504
2026-07-03 00:00:00,61490.21448
2026-07-04 00:00:00,62553.61289
2026-07-05 00:00:00,63088.40675
2026-07-06 00:00:00,63586.10214
2026-07-07 00:00:00,64001.23542
2026-07-08 00:00:00,63335.30929
2026-07-09 00:00:00,62247.13048
2026-07-10 00:00:00,63192.87897
2026-07-11 00:00:00,64110.97482
2026-07-12 00:00:00,63791.35305
2026-07-13 00:00:00,63746.65596
2026-07-14 00:00:00,62278.96302
2026-07-15 00:00:00,64983.51907
2026-07-16 00:00:00,64717.16889
2026-07-17 00:00:00,63792.28743
2026-07-18 00:00:00,63904.95401
2026-07-19 00:00:00,64795.70382
2026-07-20 00:00:00,64670.40117
2026-07-21 00:00:00,65184.92144
2026-07-22 00:00:00,66520.98165
2026-07-23 00:00:00,66077.05647
2026-07-24 00:00:00,65052.47667
2026-07-25 00:00:00,64092.6474
2026-07-26 00:00:00,64318.2452
2026-07-27 00:00:00,65343.82451
2026-07-28 00:00:00,63701.35288
2026-07-29 00:00:00,63881.94328
2026-07-30 00:00:00,63916.59795
2026-07-31 00:00:00,64743.33715
2026-08-01 00:00:00,62820.08614
2026-08-02 00:00:00,62772.57726
2026-08-03 00:00:00,63504.4156
2026-08-04 00:00:00,63465.19969
2026-08-05 00:00:00,64062.17373
2026-08-06 00:00:00,64608.70539
2026-08-07 00:00:00,64262.74831
2026-08-08 00:00:00,64879.75609
2026-08-09 00:00:00,64917.23929
2026-08-10 00:00:00,64856.09783
2026-08-11 00:00:00,63915.71214
2026-08-12 00:00:00,63537.55989
2026-08-13 00:00:00,63408.6257
2026-08-14 00:00:00,63429.17906
2026-08-15 00:00:00,62984.2896
2026-08-16 00:00:00,63031.04826
2026-08-17 00:00:00,62843.70368
2026-08-18 00:00:00,64491.34528
2026-08-19 00:00:00,64686.25783
2026-08-20 00:00:00,69291.01043
2026-08-21 00:00:00,73020.94563
2026-08-22 00:00:00,78317.77716
2026-08-23 00:00:00,77081.02299
2026-08-24 00:00:00,77712.32009
2026-08-25 00:00:00,78973.88694
2026-08-26 00:00:00,78511.23311
2026-08-27 00:00:00,79018.03406
2026-08-28 00:00:00,80268.37475
2026-08-29 00:00:00,77820.76429
2026-08-30 00:00:00,78225.13951
2026-08-31 00:00:00,77658.23133
2026-08-31 20:50:00,78837.57759
